1.374710540771484375e+02,-2.067431068420410156e+01
-2.416778106689453125e+02,1.922481231689453125e+02
9.222347412109375000e+02,6.976819458007812500e+02
4.267552185058593750e+02,-7.368245849609375000e+02
-7.427525024414062500e+02,2.819110107421875000e+01
-3.693483886718750000e+02,-6.964751434326171875e+01
9.643521881103515625e+01,2.538286285400390625e+02
-3.799767684936523438e+01,-2.441184692382812500e+02
2.847640991210937500e+02,-2.922273254394531250e+02
-6.670274353027343750e+01,4.429880676269531250e+02
-6.063283081054687500e+02,2.738316345214843750e+02
4.070463867187500000e+02,1.819944000244140625e+01
1.314333129882812500e+03,8.414716796875000000e+02
1.534007720947265625e+02,-5.556199340820312500e+02
