-1.384459838867187500e+02,5.569370269775390625e+01,3.000000000000000000e+00
5.520008850097656250e+01,-3.291107482910156250e+02,3.000000000000000000e+00
1.727100944519042969e+01,-3.055895690917968750e+02,3.000000000000000000e+00
-1.681211280822753906e+01,-1.850494689941406250e+02,3.000000000000000000e+00
-1.071402511596679688e+02,-9.691333007812500000e+01,3.000000000000000000e+00
-1.011297988891601562e+02,1.539809722900390625e+02,3.000000000000000000e+00
-1.030237274169921875e+02,-6.793000488281250000e+02,0.000000000000000000e+00
1.273225021362304688e+02,-5.361139526367187500e+02,0.000000000000000000e+00
-1.114389038085937500e+02,2.409349212646484375e+02,1.000000000000000000e+00
3.994787931442260742e+00,-2.581087036132812500e+02,3.000000000000000000e+00
1.965343170166015625e+02,-6.131465148925781250e+01,0.000000000000000000e+00
3.485182189941406250e+02,1.717578277587890625e+02,0.000000000000000000e+00
3.433375549316406250e+02,-6.601579284667968750e+01,0.000000000000000000e+00
2.256868591308593750e+02,-7.228255462646484375e+01,0.000000000000000000e+00
3.694017944335937500e+02,-1.118697967529296875e+02,0.000000000000000000e+00
4.265217285156250000e+02,2.787196922302246094e+01,0.000000000000000000e+00
4.429360656738281250e+02,-2.063994903564453125e+02,0.000000000000000000e+00
2.471280517578125000e+02,-1.240266342163085938e+02,0.000000000000000000e+00
3.251316223144531250e+02,1.100142135620117188e+02,0.000000000000000000e+00
3.908420715332031250e+02,-1.357755279541015625e+02,0.000000000000000000e+00
-1.130642700195312500e+01,1.351146697998046875e+02,1.000000000000000000e+00
-1.600839233398437500e+02,1.228609161376953125e+02,3.000000000000000000e+00
4.844912719726562500e+01,2.211663818359375000e+02,1.000000000000000000e+00
-1.376996002197265625e+02,5.244806518554687500e+02,3.000000000000000000e+00
-6.895549774169921875e+01,3.959309997558593750e+02,3.000000000000000000e+00
7.279044342041015625e+01,-2.394057159423828125e+02,1.000000000000000000e+00
-2.275572052001953125e+02,1.661323394775390625e+02,1.000000000000000000e+00
-6.135097503662109375e+01,2.041968994140625000e+02,1.000000000000000000e+00
-7.545384979248046875e+01,3.251318054199218750e+02,3.000000000000000000e+00
5.498631286621093750e+01,2.927472839355468750e+02,3.000000000000000000e+00
2.292576141357421875e+02,-1.972998962402343750e+02,8.000000000000000000e+00
2.068376922607421875e+02,-6.809813690185546875e+01,8.000000000000000000e+00
1.320238494873046875e+02,-5.700249633789062500e+02,8.000000000000000000e+00
1.715785980224609375e+01,-2.660267333984375000e+02,8.000000000000000000e+00
3.063150024414062500e+02,-4.026755676269531250e+02,8.000000000000000000e+00
1.784360809326171875e+02,-5.024947204589843750e+02,8.000000000000000000e+00
2.053084106445312500e+02,-3.664566650390625000e+02,8.000000000000000000e+00
8.452158355712890625e+01,-2.392648162841796875e+02,8.000000000000000000e+00
4.545617065429687500e+02,-4.239484252929687500e+02,8.000000000000000000e+00
3.975872497558593750e+02,-2.127872619628906250e+02,8.000000000000000000e+00
2.303375244140625000e+02,-6.365875854492187500e+02,0.000000000000000000e+00
3.819497375488281250e+02,-7.988164062500000000e+02,5.000000000000000000e+00
3.373442687988281250e+02,-6.478914794921875000e+02,5.000000000000000000e+00
3.225763549804687500e+02,-5.617799072265625000e+02,0.000000000000000000e+00
5.970841064453125000e+02,-6.721300659179687500e+02,5.000000000000000000e+00
1.259629364013671875e+02,-4.193588562011718750e+02,0.000000000000000000e+00
4.867591552734375000e+02,-8.306985473632812500e+02,5.000000000000000000e+00
4.016686401367187500e+02,-6.122108764648437500e+02,5.000000000000000000e+00
5.415867309570312500e+02,-7.453052368164062500e+02,5.000000000000000000e+00
1.839946746826171875e+02,-5.246356201171875000e+02,3.000000000000000000e+00
-2.537037506103515625e+02,1.929640960693359375e+02,1.000000000000000000e+00
-3.760709533691406250e+02,2.809024353027343750e+02,1.000000000000000000e+00
-6.528639526367187500e+02,3.378221130371093750e+02,2.000000000000000000e+00
-5.094670104980468750e+02,3.005295715332031250e+02,2.000000000000000000e+00
-2.162092895507812500e+02,4.441661071777343750e+02,1.000000000000000000e+00
-4.009854736328125000e+02,2.410814056396484375e+02,3.000000000000000000e+00
-9.411941528320312500e+02,2.314375762939453125e+02,2.000000000000000000e+00
-6.396621093750000000e+02,3.277621459960937500e+02,1.000000000000000000e+00
-2.404509429931640625e+02,3.531122131347656250e+02,1.000000000000000000e+00
-4.844714660644531250e+02,1.742465515136718750e+02,2.000000000000000000e+00
-2.493844909667968750e+02,-6.800299072265625000e+01,2.000000000000000000e+00
-1.408110046386718750e+02,2.687334060668945312e+01,3.000000000000000000e+00
9.143318939208984375e+01,-2.286712646484375000e+02,8.000000000000000000e+00
-4.030848388671875000e+02,-8.365637969970703125e+01,2.000000000000000000e+00
-4.154596557617187500e+02,-1.179407806396484375e+02,2.000000000000000000e+00
-7.452319335937500000e+02,2.638541259765625000e+02,2.000000000000000000e+00
-4.828765563964843750e+02,-9.872998046875000000e+01,2.000000000000000000e+00
-6.931934204101562500e+02,-9.703057861328125000e+01,2.000000000000000000e+00
-4.957438354492187500e+02,-1.522227020263671875e+02,2.000000000000000000e+00
9.215802001953125000e+01,4.199755096435546875e+01,0.000000000000000000e+00
7.638169860839843750e+01,2.953866577148437500e+02,3.000000000000000000e+00
-3.578167114257812500e+02,3.857259521484375000e+02,1.000000000000000000e+00
-5.954671478271484375e+01,1.987470855712890625e+02,1.000000000000000000e+00
-1.209286651611328125e+02,3.109927673339843750e+02,1.000000000000000000e+00
-5.488795852661132812e+01,2.120217437744140625e+02,1.000000000000000000e+00
-1.227159118652343750e+02,2.678221130371093750e+02,1.000000000000000000e+00
-1.585510559082031250e+02,2.438200225830078125e+02,1.000000000000000000e+00
-1.093604583740234375e+02,4.154088134765625000e+02,1.000000000000000000e+00
-2.435010986328125000e+02,2.927135009765625000e+02,1.000000000000000000e+00
-2.178453826904296875e+02,3.120514831542968750e+02,1.000000000000000000e+00
1.763534240722656250e+02,-1.432969951629638672e+01,0.000000000000000000e+00
9.932406616210937500e+01,3.761387252807617188e+01,1.000000000000000000e+00
2.798371276855468750e+02,-3.454658508300781250e+02,0.000000000000000000e+00
3.020919189453125000e+02,-5.090127563476562500e+02,0.000000000000000000e+00
1.667613220214843750e+02,5.108448028564453125e+00,0.000000000000000000e+00
2.668954162597656250e+02,-1.877802886962890625e+02,0.000000000000000000e+00
