7.816855621337890625e+01,2.440327301025390625e+02
4.224938049316406250e+02,5.932360172271728516e+00
-2.882335815429687500e+02,-9.334969329833984375e+01
1.704932403564453125e+02,-5.474309082031250000e+02
-3.559958801269531250e+02,2.855553283691406250e+02
9.222305908203125000e+02,6.976671752929687500e+02
-1.477220458984375000e+02,-5.312191772460937500e+02
-7.229354248046875000e+02,2.195462799072265625e+02
4.267666625976562500e+02,-7.369318237304687500e+02
7.120416259765625000e+01,-2.562525939941406250e+02
-6.185306930541992188e+01,4.621923217773437500e+02
1.613078308105468750e+02,-7.430206298828125000e+00
-2.656212768554687500e+02,1.033463134765625000e+02
1.314321411132812500e+03,8.415014038085937500e+02
-6.985644531250000000e+02,-7.381855773925781250e+01
2.802328796386718750e+02,3.158892822265625000e+02
3.122518310546875000e+02,-2.830806579589843750e+02
-1.080754013061523438e+02,-1.987115173339843750e+02
-7.415834045410156250e+01,2.118871917724609375e+02
-4.577403564453125000e+02,-9.884456634521484375e+01
