-6.282654190063476562e+01,4.524342956542968750e+02
-1.085587615966796875e+02,-5.582797241210937500e+02
1.321431884765625000e+02,-2.617247009277343750e+02
-7.229301147460937500e+02,2.195320739746093750e+02
1.380284423828125000e+03,8.979052734375000000e+02
-1.231984329223632812e+02,1.706436920166015625e+02
-3.792632141113281250e+02,-7.195349884033203125e+01
4.267525024414062500e+02,-7.369155883789062500e+02
7.815853881835937500e+01,2.440521240234375000e+02
4.221831665039062500e+02,-2.489170455932617188e+01
2.068334197998046875e+02,-5.249364624023437500e+02
-1.055874252319335938e+02,-1.882275695800781250e+02
-6.985640258789062500e+02,-7.381638336181640625e+01
9.742735595703125000e+02,7.038524780273437500e+02
1.515669555664062500e+02,-2.968268156051635742e+00
2.802330627441406250e+02,3.158522949218750000e+02
-3.350564575195312500e+02,2.289626464843750000e+02
