-7.019963836669921875e+01,4.320239257812500000e+02
1.673869934082031250e+02,-5.075032348632812500e+02
-3.693461914062500000e+02,-6.964514923095703125e+01
3.999183349609375000e+02,2.299120330810546875e+02
1.141710815429687500e+03,8.120851440429687500e+02
-2.808233337402343750e+02,1.924320373535156250e+02
3.001144714355468750e+02,-9.257505035400390625e+01
4.182677001953125000e+02,-6.826270751953125000e+02
-7.137974243164062500e+02,1.095493011474609375e+02
-2.469592857360839844e+01,-2.400184936523437500e+02
5.341562652587890625e+01,1.965085144042968750e+02
