1.451939544677734375e+02,5.100890636444091797e+00
-3.457662048339843750e+02,2.762839965820312500e+02
1.421250915527343750e+02,-5.552902832031250000e+02
2.998172607421875000e+02,3.130356750488281250e+02
1.380280273437500000e+03,8.979304199218750000e+02
-6.739744873046875000e+02,-4.154893493652343750e+01
8.239311981201171875e+01,2.484640502929687500e+02
-1.158286819458007812e+02,-2.309982452392578125e+02
4.137390747070312500e+02,-7.150454101562500000e+02
9.742731323242187500e+02,7.038590087890625000e+02
4.309735717773437500e+02,3.186050605773925781e+01
-7.284299926757812500e+02,2.330358123779296875e+02
-2.909803466796875000e+02,7.372308349609375000e+01
-6.185587692260742188e+01,4.622136535644531250e+02
-1.045747604370117188e+02,1.981781158447265625e+02
7.865303802490234375e+01,-2.623614501953125000e+02
3.259106750488281250e+02,-2.399135894775390625e+02
-3.812047119140625000e+02,-1.163109588623046875e+02
